Vf,composite,P2020,P2016,S2020,S2018,G2018,AG2018
0.490,0.369641,0.385915,0.367152,0.382519,0.362073,0.364948,0.394189
0.495,0.396690,0.414379,0.393720,0.411156,0.388262,0.395151,0.424556
0.500,0.425236,0.444190,0.421734,0.441220,0.416059,0.427448,0.456107
0.505,0.455122,0.475164,0.451043,0.472519,0.445307,0.461623,0.488611
0.510,0.486141,0.507075,0.481454,0.504816,0.475790,0.497384,0.521799
0.515,0.518041,0.539656,0.512725,0.537829,0.507240,0.534371,0.555374
0.520,0.550530,0.572611,0.544584,0.571243,0.539342,0.572167,0.589015
0.525,0.583290,0.605624,0.576728,0.604723,0.571755,0.610308,0.622394
0.530,0.615988,0.638370,0.608845,0.637926,0.604119,0.648306,0.655187
0.535,0.648290,0.670532,0.640617,0.670515,0.636078,0.685664,0.687085
0.540,0.679874,0.701807,0.671739,0.702170,0.667290,0.721897,0.717803
0.545,0.710440,0.731917,0.701926,0.732601,0.697447,0.756557,0.747095
0.550,0.739723,0.760621,0.730927,0.761559,0.726280,0.789245,0.774757
0.555,0.767500,0.787719,0.758524,0.788837,0.753570,0.819633,0.800629
0.560,0.793594,0.813054,0.784546,0.814279,0.779155,0.847471,0.824605
0.565,0.817877,0.836516,0.808865,0.837781,0.802928,0.872593,0.846623
0.570,0.840271,0.858042,0.831398,0.859283,0.824833,0.894923,0.866669
0.575,0.860740,0.877610,0.852104,0.878776,0.844866,0.914465,0.884769
0.580,0.879295,0.895237,0.870981,0.896288,0.863065,0.931303,0.900980
0.585,0.895978,0.910974,0.888062,0.911881,0.879499,0.945581,0.915392
0.590,0.910863,0.924899,0.903405,0.925647,0.894265,0.957494,0.928110
0.595,0.924047,0.937115,0.917092,0.937697,0.907478,0.967274,0.939258
0.600,0.935642,0.947737,0.929221,0.948159,0.919260,0.975171,0.948964
0.605,0.945771,0.956895,0.939902,0.957168,0.929738,0.981442,0.957362
0.610,0.954562,0.964721,0.949249,0.964864,0.939035,0.986338,0.964583
0.615,0.962615,0.971353,0.957379,0.971385,0.947268,0.990096,0.970755
0.620,0.970833,0.976923,0.964410,0.976866,0.954547,0.992932,0.975997
0.625,0.977583,0.981561,0.970454,0.981438,0.960971,0.995036,0.980424
0.630,0.983037,0.985388,0.975619,0.985219,0.968723,0.996569,0.984138
0.635,0.987371,0.988519,0.980006,0.988322,0.975390,0.997666,0.987235
0.640,0.990754,0.991056,0.983709,0.990847,0.980957,0.998439,0.989799
0.645,0.993347,0.993093,0.986815,0.992884,0.985523,0.998973,0.991909
0.650,0.995298,0.994714,0.990057,0.994514,0.989196,0.999335,0.993631
0.655,0.996737,0.995991,0.992831,0.995806,0.992090,0.999577,0.995026
0.660,0.997777,0.996988,0.994931,0.996822,0.994323,0.999735,0.996148
0.665,0.998515,0.997758,0.996485,0.997613,0.996007,0.999837,0.997042
0.670,0.999027,0.998347,0.997612,0.998344,0.997250,0.999902,0.997748
0.675,0.999375,0.998897,0.998411,0.998919,0.998146,0.999942,0.998301
0.680,0.999606,0.999297,0.998965,0.999308,0.998777,0.999966,0.998730
0.685,0.999757,0.999562,0.999340,0.999567,0.999211,0.999980,0.999060
0.690,0.999853,0.999732,0.999588,0.999734,0.999502,0.999989,0.999311
0.695,0.999913,0.999840,0.999749,0.999840,0.999693,0.999994,0.999500
0.700,0.999950,0.999906,0.999850,0.999906,0.999815,0.999997,0.999645
0.705,0.999971,0.999946,0.999912,0.999946,0.999891,0.999998,0.999787
0.710,0.999984,0.999970,0.999950,0.999970,0.999937,0.999999,0.999875
0.715,0.999991,0.999984,0.999972,0.999983,0.999965,1.000000,0.999928
0.720,0.999995,0.999991,0.999985,0.999991,0.999981,1.000000,0.999960
0.725,0.999998,0.999995,0.999992,0.999995,0.999990,1.000000,0.999978
0.730,0.999999,0.999998,0.999996,0.999998,0.999995,1.000000,0.999988
0.735,0.999999,0.999999,0.999998,0.999999,0.999997,1.000000,0.999994
0.740,1.000000,0.999999,0.999999,0.999999,0.999999,1.000000,0.999997
0.745,1.000000,1.000000,0.999999,1.000000,0.999999,1.000000,0.999999
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999
