Vf,composite,P2020,P2016,S2020,S2016,G2018,AG2018,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,nan
0.255000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,nan
0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,nan
0.265000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,nan
0.270000,0.000001,0.000002,0.000001,0.000001,0.000001,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,nan
0.275000,0.000002,0.000004,0.000001,0.000003,0.000002,0.000001,0.000001,0.000002,0.000001,0.500000,0.000000,0.000000,0.000000
0.280000,0.000003,0.000007,0.000002,0.000006,0.000003,0.000001,0.000002,0.000003,0.000001,0.333333,0.000000,0.000000,0.000000
0.285000,0.000007,0.000013,0.000005,0.000011,0.000006,0.000003,0.000004,0.000007,0.000002,0.285714,0.000000,0.000000,0.000000
0.290000,0.000012,0.000024,0.000009,0.000020,0.000011,0.000005,0.000008,0.000013,0.000003,0.230769,-0.000001,-0.076923,-0.333333
0.295000,0.000022,0.000042,0.000016,0.000036,0.000020,0.000009,0.000014,0.000023,0.000005,0.217391,-0.000001,-0.043478,-0.200000
0.300000,0.000040,0.000075,0.000029,0.000063,0.000035,0.000017,0.000026,0.000041,0.000009,0.219512,-0.000001,-0.024390,-0.111111
0.305000,0.000070,0.000130,0.000052,0.000110,0.000062,0.000030,0.000045,0.000072,0.000016,0.222222,-0.000002,-0.027778,-0.125000
0.310000,0.000120,0.000219,0.000089,0.000188,0.000106,0.000052,0.000079,0.000122,0.000027,0.221311,-0.000002,-0.016393,-0.074074
0.315000,0.000202,0.000363,0.000150,0.000313,0.000179,0.000090,0.000133,0.000205,0.000044,0.214634,-0.000003,-0.014634,-0.068182
0.320000,0.000333,0.000590,0.000249,0.000512,0.000296,0.000151,0.000221,0.000336,0.000071,0.211310,-0.000003,-0.008929,-0.042254
0.325000,0.000537,0.000937,0.000405,0.000821,0.000478,0.000248,0.000361,0.000542,0.000112,0.206642,-0.000005,-0.009225,-0.044643
0.330000,0.000849,0.001457,0.000645,0.001288,0.000758,0.000380,0.000577,0.000851,0.000174,0.204465,-0.000002,-0.002350,-0.011494
0.335000,0.001315,0.002221,0.001007,0.001971,0.001178,0.000550,0.000904,0.001305,0.000266,0.203831,0.000010,0.007663,0.037594
0.340000,0.001997,0.003317,0.001542,0.002698,0.001793,0.000788,0.001388,0.001921,0.000378,0.196773,0.000076,0.039563,0.201058
0.345000,0.002972,0.004854,0.002314,0.003653,0.002678,0.001115,0.002091,0.002784,0.000533,0.191451,0.000188,0.067529,0.352720
0.350000,0.004337,0.006964,0.003405,0.004895,0.003920,0.001559,0.003090,0.003972,0.000747,0.188066,0.000365,0.091893,0.488621
0.355000,0.005913,0.009795,0.004916,0.006490,0.005629,0.002155,0.004479,0.005577,0.001032,0.185046,0.000336,0.060247,0.325581
0.360000,0.007684,0.013048,0.006659,0.008515,0.007928,0.002945,0.006371,0.007578,0.001350,0.178147,0.000106,0.013988,0.078519
0.365000,0.009879,0.016376,0.008609,0.011058,0.010956,0.003980,0.008813,0.009965,0.001656,0.166182,-0.000086,-0.008630,-0.051932
0.370000,0.012571,0.020355,0.011011,0.014213,0.014858,0.005319,0.011270,0.012838,0.002040,0.158903,-0.000267,-0.020798,-0.130882
0.375000,0.015832,0.025064,0.013936,0.018084,0.019781,0.007031,0.014261,0.016359,0.002502,0.152943,-0.000527,-0.032215,-0.210631
0.380000,0.019741,0.030579,0.017456,0.022781,0.024900,0.009194,0.017863,0.020462,0.003001,0.146662,-0.000721,-0.035236,-0.240253
0.385000,0.024376,0.036974,0.021645,0.028415,0.030205,0.011897,0.022152,0.025215,0.003526,0.139837,-0.000839,-0.033274,-0.237947
0.390000,0.029814,0.044318,0.026577,0.035098,0.036293,0.015239,0.027206,0.030788,0.004100,0.133169,-0.000974,-0.031636,-0.237561
0.395000,0.036131,0.052671,0.032324,0.042937,0.043209,0.019326,0.033098,0.037261,0.004720,0.126674,-0.001130,-0.030327,-0.239407
0.400000,0.043398,0.062087,0.038956,0.052032,0.050988,0.024272,0.039902,0.044706,0.005382,0.120387,-0.001308,-0.029258,-0.243032
0.405000,0.051684,0.072605,0.046538,0.062467,0.059657,0.030200,0.047687,0.053192,0.006077,0.114247,-0.001508,-0.028350,-0.248149
0.410000,0.061051,0.084258,0.055136,0.074310,0.069239,0.037238,0.056518,0.062783,0.006797,0.108262,-0.001732,-0.027587,-0.254818
0.415000,0.071558,0.097062,0.064811,0.087606,0.079750,0.045517,0.066458,0.073534,0.007531,0.102415,-0.001976,-0.026872,-0.262382
0.420000,0.083258,0.111025,0.075626,0.102377,0.091207,0.055172,0.077565,0.085495,0.008265,0.096672,-0.002237,-0.026165,-0.270659
0.425000,0.096204,0.126140,0.087647,0.118616,0.103630,0.066341,0.089901,0.098712,0.008983,0.091002,-0.002508,-0.025407,-0.279194
0.430000,0.110447,0.142392,0.100946,0.136288,0.117048,0.079159,0.103526,0.113226,0.009665,0.085360,-0.002779,-0.024544,-0.287532
0.435000,0.126037,0.159758,0.115604,0.155333,0.131502,0.093761,0.118505,0.129077,0.010291,0.079728,-0.003040,-0.023552,-0.295404
0.440000,0.143028,0.178207,0.131710,0.175666,0.147054,0.110276,0.134911,0.146304,0.010834,0.074051,-0.003276,-0.022392,-0.302381
0.445000,0.161478,0.197707,0.149369,0.197187,0.163781,0.128826,0.152821,0.164948,0.011267,0.068306,-0.003470,-0.021037,-0.307979
0.450000,0.181446,0.218223,0.168691,0.219780,0.181786,0.149522,0.172320,0.185054,0.011560,0.062468,-0.003608,-0.019497,-0.312111
0.455000,0.202992,0.239725,0.189798,0.243327,0.201190,0.172457,0.193495,0.206665,0.011684,0.056536,-0.003673,-0.017773,-0.314362
0.460000,0.226178,0.262188,0.212807,0.267716,0.222129,0.197701,0.216435,0.229829,0.011609,0.050511,-0.003651,-0.015886,-0.314497
0.465000,0.251056,0.285593,0.237831,0.292843,0.244746,0.225295,0.241223,0.254588,0.011312,0.044433,-0.003532,-0.013873,-0.312235
0.470000,0.277668,0.309932,0.264960,0.318628,0.269181,0.255241,0.267926,0.280978,0.010777,0.038355,-0.003310,-0.011780,-0.307136
0.475000,0.306036,0.335204,0.294250,0.345011,0.295556,0.287494,0.296585,0.309017,0.009997,0.032351,-0.002981,-0.009647,-0.298189
0.480000,0.336152,0.361415,0.325711,0.371960,0.323960,0.321958,0.327207,0.338702,0.008983,0.026522,-0.002550,-0.007529,-0.283870
0.485000,0.367971,0.388574,0.359294,0.399468,0.354432,0.358471,0.359750,0.369998,0.007764,0.020984,-0.002027,-0.005478,-0.261077
0.490000,0.401404,0.416685,0.394874,0.427544,0.386948,0.396810,0.394116,0.402830,0.006404,0.015898,-0.001426,-0.003540,-0.222673
0.495000,0.436308,0.445745,0.432251,0.456211,0.421409,0.436683,0.430142,0.437074,0.005027,0.011501,-0.000766,-0.001753,-0.152377
0.500000,0.472484,0.475727,0.471141,0.485490,0.457628,0.477735,0.467597,0.472553,0.003888,0.008228,-0.000069,-0.000146,-0.017747
0.505000,0.509676,0.506580,0.511183,0.515386,0.495336,0.519550,0.506178,0.509035,0.003451,0.006779,0.000641,0.001259,0.185743
0.510000,0.547569,0.538212,0.551946,0.545879,0.534176,0.561667,0.545521,0.546234,0.004005,0.007332,0.001335,0.002444,0.333333
0.515000,0.585804,0.570490,0.592943,0.576909,0.573719,0.603595,0.585207,0.583811,0.005176,0.008866,0.001993,0.003414,0.385046
0.520000,0.623980,0.603233,0.633656,0.608364,0.613479,0.644825,0.624776,0.621389,0.006514,0.010483,0.002591,0.004170,0.397759
0.525000,0.661672,0.636208,0.673552,0.640080,0.652934,0.684859,0.663751,0.658564,0.007781,0.011815,0.003108,0.004719,0.399435
0.530000,0.698449,0.669142,0.712114,0.671836,0.691551,0.723224,0.701650,0.694920,0.008852,0.012738,0.003529,0.005078,0.398667
0.535000,0.733891,0.701722,0.748863,0.703365,0.728812,0.759497,0.738017,0.730046,0.009662,0.013235,0.003845,0.005267,0.397951
0.540000,0.767607,0.733613,0.783379,0.734357,0.764240,0.793320,0.772437,0.763558,0.010177,0.013328,0.004049,0.005303,0.397858
0.545000,0.799254,0.764468,0.815322,0.764484,0.797423,0.824414,0.804557,0.795111,0.010390,0.013067,0.004143,0.005211,0.398749
0.550000,0.828551,0.793951,0.844443,0.793411,0.828031,0.852590,0.834099,0.824421,0.010314,0.012511,0.004130,0.005010,0.400427
0.555000,0.855288,0.821753,0.870587,0.820818,0.855826,0.877748,0.860871,0.851267,0.009976,0.011719,0.004021,0.004724,0.403067
0.560000,0.879336,0.847604,0.893701,0.846423,0.880670,0.899877,0.884769,0.875507,0.009420,0.010759,0.003829,0.004373,0.406476
0.565000,0.900646,0.871295,0.913817,0.869991,0.902526,0.919049,0.905779,0.897076,0.008692,0.009689,0.003570,0.003980,0.410723
0.570000,0.919244,0.892679,0.931051,0.891353,0.921444,0.935406,0.923965,0.915983,0.007848,0.008568,0.003261,0.003560,0.415520
0.575000,0.935227,0.911685,0.945582,0.910411,0.937556,0.949146,0.939460,0.932307,0.006936,0.007440,0.002920,0.003132,0.420992
0.580000,0.948748,0.928308,0.957641,0.927137,0.951054,0.960508,0.952455,0.946184,0.006005,0.006347,0.002564,0.002710,0.426978
0.585000,0.960007,0.942612,0.967487,0.941575,0.962177,0.969755,0.963180,0.957798,0.005095,0.005319,0.002209,0.002306,0.433562
0.590000,0.969232,0.954718,0.975398,0.953829,0.971192,0.977163,0.971889,0.967365,0.004238,0.004381,0.001867,0.001930,0.440538
0.595000,0.976668,0.964791,0.981652,0.964051,0.978378,0.983002,0.978846,0.975120,0.003457,0.003545,0.001548,0.001587,0.447787
0.600000,0.982565,0.973032,0.986514,0.972431,0.984011,0.987531,0.984313,0.981305,0.002766,0.002819,0.001260,0.001284,0.455531
0.605000,0.987164,0.979658,0.990234,0.979182,0.988353,0.990986,0.988539,0.986159,0.002170,0.002200,0.001005,0.001019,0.463134
0.610000,0.990692,0.984893,0.993032,0.984524,0.991644,0.993581,0.991752,0.989904,0.001671,0.001688,0.000788,0.000796,0.471574
0.615000,0.993353,0.988957,0.995104,0.988678,0.994096,0.995497,0.994154,0.992748,0.001263,0.001272,0.000605,0.000609,0.479018
0.620000,0.995326,0.992055,0.996611,0.991849,0.995893,0.996888,0.995920,0.994869,0.000936,0.000941,0.000457,0.000459,0.488248
0.625000,0.996764,0.994377,0.997690,0.994227,0.997187,0.997883,0.997196,0.996427,0.000681,0.000683,0.000337,0.000338,0.494860
0.630000,0.997795,0.996085,0.998450,0.995978,0.998103,0.998581,0.998103,0.997550,0.000487,0.000488,0.000245,0.000246,0.503080
0.635000,0.998522,0.997319,0.998976,0.997245,0.998741,0.999064,0.998737,0.998347,0.000341,0.000342,0.000175,0.000175,0.513196
0.640000,0.999024,0.998194,0.999334,0.998144,0.999178,0.999392,0.999172,0.998902,0.000235,0.000235,0.000122,0.000122,0.519149
0.645000,0.999367,0.998804,0.999574,0.998771,0.999472,0.999611,0.999466,0.999283,0.000158,0.000158,0.000084,0.000084,0.531646
0.650000,0.999595,0.999222,0.999731,0.999199,0.999666,0.999755,0.999661,0.999539,0.000105,0.000105,0.000056,0.000056,0.533333
0.655000,0.999746,0.999502,0.999833,0.999488,0.999792,0.999849,0.999788,0.999709,0.000068,0.000068,0.000037,0.000037,0.544118
0.660000,0.999843,0.999687,0.999898,0.999678,0.999873,0.999908,0.999870,0.999819,0.000044,0.000044,0.000024,0.000024,0.545455
0.665000,0.999905,0.999806,0.999939,0.999801,0.999923,0.999945,0.999921,0.999889,0.000027,0.000027,0.000016,0.000016,0.592593
0.670000,0.999943,0.999882,0.999964,0.999879,0.999955,0.999967,0.999953,0.999933,0.000017,0.000017,0.000010,0.000010,0.588235
0.675000,0.999966,0.999930,0.999979,0.999928,0.999973,0.999981,0.999973,0.999961,0.000010,0.000010,0.000005,0.000005,0.500000
0.680000,0.999981,0.999959,0.999988,0.999958,0.999985,0.999989,0.999984,0.999977,0.000006,0.000006,0.000004,0.000004,0.666667
0.685000,0.999989,0.999976,0.999993,0.999976,0.999991,0.999994,0.999991,0.999987,0.000003,0.000003,0.000002,0.000002,0.666667
0.690000,0.999994,0.999987,0.999996,0.999986,0.999995,0.999997,0.999995,0.999993,0.000002,0.000002,0.000001,0.000001,0.500000
0.695000,0.999997,0.999993,0.999998,0.999992,0.999997,0.999998,0.999997,0.999996,0.000001,0.000001,0.000001,0.000001,1.000000
0.700000,0.999998,0.999996,0.999999,0.999996,0.999999,0.999999,0.999999,0.999998,0.000001,0.000001,0.000000,0.000000,0.000000
0.705000,0.999999,0.999998,0.999999,0.999998,0.999999,0.999999,0.999999,0.999999,0.000000,0.000000,0.000000,0.000000,nan
0.710000,0.999999,0.999999,1.000000,0.999999,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,-0.000001,-0.000001,nan
0.715000,1.000000,0.999999,1.000000,0.999999,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.720000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.725000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.730000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.735000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.740000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.745000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
0.750000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,nan
