Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.540,0.594687,0.540,0.586562,0.540,0.577082,0.540,0.602214,0.540,0.622579,0.540,0.592925,0.540,0.598647
0.545,0.617120,0.545,0.606033,0.545,0.598335,0.545,0.622947,0.545,0.651093,0.545,0.614960,0.545,0.620248
0.550,0.639660,0.550,0.625936,0.550,0.619948,0.550,0.643379,0.550,0.679327,0.550,0.637018,0.550,0.641807
0.555,0.662279,0.555,0.646299,0.555,0.641897,0.555,0.663532,0.555,0.707139,0.555,0.659089,0.555,0.663298
0.560,0.684930,0.560,0.667123,0.560,0.664134,0.560,0.683441,0.560,0.734386,0.560,0.681158,0.560,0.684691
0.565,0.707556,0.565,0.688368,0.565,0.686589,0.565,0.703145,0.565,0.760914,0.565,0.703197,0.565,0.705955
0.570,0.730079,0.570,0.709959,0.570,0.709163,0.570,0.722679,0.570,0.786564,0.570,0.725161,0.570,0.727055
0.575,0.752407,0.575,0.731781,0.575,0.731737,0.575,0.742070,0.575,0.811167,0.575,0.746988,0.575,0.747949
0.580,0.774430,0.580,0.753686,0.580,0.754173,0.580,0.761331,0.580,0.834556,0.580,0.768598,0.580,0.768586
0.585,0.796025,0.585,0.775499,0.585,0.776321,0.585,0.780450,0.585,0.856568,0.585,0.789889,0.585,0.788906
0.590,0.817058,0.590,0.797026,0.590,0.798022,0.590,0.799391,0.590,0.877050,0.590,0.810741,0.590,0.808833
0.595,0.837384,0.595,0.818064,0.595,0.819117,0.595,0.818089,0.595,0.895875,0.595,0.831019,0.595,0.828277
0.600,0.856855,0.600,0.838412,0.600,0.839447,0.600,0.836450,0.600,0.912944,0.600,0.850575,0.600,0.847130
0.605,0.875325,0.605,0.857880,0.605,0.858860,0.605,0.854354,0.605,0.928198,0.605,0.869256,0.605,0.865269
0.610,0.892651,0.610,0.876295,0.610,0.877213,0.610,0.871658,0.610,0.941621,0.610,0.886906,0.610,0.882559
0.615,0.908708,0.615,0.893508,0.615,0.894376,0.615,0.888206,0.615,0.953240,0.615,0.903379,0.615,0.898861
0.620,0.923389,0.620,0.909399,0.620,0.910239,0.620,0.903838,0.620,0.963127,0.620,0.918547,0.620,0.914037
0.625,0.936616,0.625,0.923880,0.625,0.924710,0.625,0.918402,0.625,0.971391,0.625,0.932307,0.625,0.927965
0.630,0.948345,0.630,0.936893,0.630,0.937728,0.630,0.931763,0.630,0.978173,0.630,0.944591,0.630,0.940548
0.635,0.958572,0.635,0.948419,0.635,0.949260,0.635,0.943818,0.635,0.983632,0.635,0.955370,0.635,0.951720
0.640,0.967327,0.640,0.958471,0.640,0.959309,0.640,0.954501,0.640,0.987942,0.640,0.964655,0.640,0.961458
0.645,0.974682,0.645,0.967092,0.645,0.967912,0.645,0.963787,0.645,0.991277,0.645,0.972500,0.645,0.969780
0.650,0.980738,0.650,0.974360,0.650,0.975141,0.650,0.971700,0.650,0.993806,0.650,0.978996,0.650,0.976746
0.655,0.985623,0.655,0.980373,0.655,0.981094,0.655,0.978300,0.655,0.995685,0.655,0.984263,0.655,0.982452
0.660,0.989478,0.660,0.985252,0.660,0.985897,0.660,0.983687,0.660,0.997051,0.660,0.988441,0.660,0.987023
0.665,0.992454,0.665,0.989131,0.665,0.989689,0.665,0.987985,0.665,0.998024,0.665,0.991681,0.665,0.990601
0.670,0.994700,0.670,0.992150,0.670,0.992615,0.670,0.991335,0.670,0.998702,0.670,0.994138,0.670,0.993336
0.675,0.996356,0.675,0.994447,0.675,0.994823,0.675,0.993886,0.675,0.999164,0.675,0.995957,0.675,0.995377
0.680,0.997549,0.680,0.996156,0.680,0.996450,0.680,0.995780,0.680,0.999473,0.680,0.997272,0.680,0.996864
0.685,0.998388,0.685,0.997397,0.685,0.997619,0.685,0.997153,0.685,0.999674,0.685,0.998200,0.685,0.997921
0.690,0.998963,0.690,0.998277,0.690,0.998439,0.690,0.998123,0.690,0.999803,0.690,0.998839,0.690,0.998653
0.695,0.999348,0.695,0.998886,0.695,0.999001,0.695,0.998792,0.695,0.999883,0.695,0.999269,0.695,0.999147
0.700,0.999600,0.700,0.999296,0.700,0.999375,0.700,0.999240,0.700,0.999932,0.700,0.999550,0.700,0.999473
0.705,0.999760,0.705,0.999566,0.705,0.999619,0.705,0.999534,0.705,0.999962,0.705,0.999729,0.705,0.999682
0.710,0.999859,0.710,0.999739,0.710,0.999773,0.710,0.999721,0.710,0.999979,0.710,0.999841,0.710,0.999813
0.715,0.999920,0.715,0.999847,0.715,0.999868,0.715,0.999837,0.715,0.999988,0.715,0.999909,0.715,0.999892
0.720,0.999955,0.720,0.999912,0.720,0.999925,0.720,0.999907,0.720,0.999994,0.720,0.999949,0.720,0.999940
0.725,0.999976,0.725,0.999951,0.725,0.999959,0.725,0.999949,0.725,0.999997,0.725,0.999972,0.725,0.999967
0.730,0.999987,0.730,0.999973,0.730,0.999978,0.730,0.999972,0.730,0.999998,0.730,0.999985,0.730,0.999982
0.735,0.999993,0.735,0.999986,0.735,0.999988,0.735,0.999985,0.735,0.999999,0.735,0.999992,0.735,0.999991
0.740,0.999997,0.740,0.999993,0.740,0.999994,0.740,0.999992,0.740,1.000000,0.740,0.999996,0.740,0.999995
0.745,0.999998,0.745,0.999996,0.745,0.999997,0.745,0.999996,0.745,1.000000,0.745,0.999998,0.745,0.999998
0.750,0.999999,0.750,0.999998,0.750,0.999999,0.750,0.999998,0.750,1.000000,0.750,0.999999,0.750,0.999999
